,index,Restaurant,Location,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
5174,5945,ID_1265,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.9,67,28,30
6121,4597,ID_1267,"Mico Layout, Stage 2, BTM Layout,Bangalore",350,50,4.3,1132,734,45
1849,2414,ID_1268,"FTI College, Law College Road, Pune",150,50,NEW,-,-,30
6202,8858,ID_1269,"FTI College, Law College Road, Pune",100,50,3.9,199,73,30
4632,388,ID_1270,"Sector 1, Noida",150,50,-,-,-,30
2727,571,ID_1270,"Sector 14, Noida",150,50,-,-,-,30
4800,4852,ID_1271,"Sector 63A,Gurgaon",300,99,4.3,283,138,65
128,2876,ID_1272,Mumbai Central,150,50,3.6,91,35,45
8774,6284,ID_1273,"Tejas Nagar Colony, Wadala West, Mumbai",200,50,3.1,6,-,30
4067,4296,ID_1274,Mumbai Central,400,50,3.9,501,259,30
3483,8920,ID_1275,Mumbai Central,300,99,3.8,1482,677,45
6975,689,ID_1276,Pune University,150,50,4.0,337,199,30
6827,8845,ID_1277,Pune University,350,50,3.5,8,6,30
8475,9258,ID_1278,Pune University,350,50,4.1,1485,860,45
5198,5375,ID_1278,"FTI College, Law College Road, Pune",400,50,4.0,542,335,30
8114,4813,ID_1278,"Nathan Road, Mangaldas Road, Pune",300,50,4.0,134,73,30
6970,2537,ID_1278,"Yerawada, Pune, Maharashtra",300,50,4.1,1549,772,45
5894,8537,ID_1279,"Rmz Centennial, I Gate, Whitefield",200,50,3.8,391,167,65
1131,9307,ID_128,"Yerawada, Pune, Maharashtra",200,50,3.1,5,1,30
7321,2324,ID_1281,"FTI College, Law College Road, Pune",200,50,3.6,195,90,45
7119,10923,ID_1282,Delhi Cantt.,300,50,NEW,-,-,30
8731,8973,ID_1283,"Sector 1, Noida",200,50,2.8,8,6,65
6910,6340,ID_1284,"D-Block, Sector 63, Noida",300,50,3.9,203,98,45
5296,1143,ID_1285,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.8,166,54,45
7532,2700,ID_1286,"FTI College, Law College Road, Pune",150,50,3.5,22,10,30
6641,6699,ID_1288,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,3.6,202,98,45
5842,4556,ID_1289,"MG Road, Pune",150,50,2.9,4,3,30
2052,1209,ID_129,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",250,50,3.2,16,2,30
5201,2900,ID_1290,"Nathan Road, Mangaldas Road, Pune",100,50,3.2,9,4,30
2305,10446,ID_1290,"MG Road, Pune",100,50,3.2,9,4,30
678,3838,ID_1290,"Yerawada, Pune, Maharashtra",100,50,3.2,9,4,30
2590,648,ID_1292,"Sector 14, Noida",100,50,3.4,8,5,30
1086,4285,ID_1292,"Sector 1, Noida",100,50,3.4,8,5,30
1910,10610,ID_1293,"FTI College, Law College Road, Pune",200,50,3.5,11,6,30
986,8096,ID_1294,Pune University,200,50,3.5,18,8,30
1501,8731,ID_1296,"FTI College, Law College Road, Pune",200,50,3.4,14,3,30
8478,1598,ID_1297,"Nathan Road, Mangaldas Road, Pune",200,50,3.4,42,14,45
7658,5402,ID_1299,Majestic,400,99,4.0,133,64,45
7552,4902,ID_13,"Nathan Road, Mangaldas Road, Pune",650,50,4.1,3860,1962,45
6443,1570,ID_13,"MG Road, Pune",650,50,4.1,3860,1962,45
1908,10689,ID_1301,"Sector 1, Noida",200,50,3.6,36,22,30
3251,9144,ID_1302,"FTI College, Law College Road, Pune",200,50,NEW,-,-,30
4259,2082,ID_1302,"Yerawada, Pune, Maharashtra",250,50,3.0,6,2,30
3954,3149,ID_1303,"Sandhurst Road, Mumbai CST Area",450,50,3.8,780,412,30
2544,5939,ID_1304,"MG Road, Pune",200,50,-,-,-,30
405,4085,ID_1304,"Nathan Road, Mangaldas Road, Pune",200,50,-,-,-,30
6995,6867,ID_1305,"Sector 63A,Gurgaon",200,50,2.9,7,3,30
7694,7640,ID_1306,"FTI College, Law College Road, Pune",100,50,NEW,-,-,30
2477,4225,ID_1308,"D-Block, Sector 63, Noida",250,99,3.8,338,183,45
6814,10263,ID_1309,"Sandhurst Road, Mumbai CST Area",200,50,3.5,63,34,30
2311,811,ID_1309,Mumbai Central,200,50,3.5,63,34,30
3430,5131,ID_1310,"Dockyard Road, Mumbai CST Area",850,99,4.1,3353,1532,65
1081,2605,ID_1311,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.9,66,27,30
947,9273,ID_1312,"Nathan Road, Mangaldas Road, Pune",200,50,3.5,13,5,30
2784,9085,ID_1312,"Yerawada, Pune, Maharashtra",200,50,3.5,13,5,30
3273,1064,ID_1313,Delhi University-GTB Nagar,100,50,3.2,7,3,30
3484,6146,ID_1315,Majestic,150,50,3.5,34,9,65
5741,167,ID_1316,"Delhi High Court, India Gate",600,50,4.2,2653,1581,65
7183,8281,ID_1317,"D-Block, Sector 63, Noida",250,50,3.7,42,32,30
7384,9974,ID_1318,Delhi Cantt.,250,50,3.8,639,402,65
1927,7990,ID_1319,"Babarpur, New Delhi, Delhi",200,50,3.6,264,139,45
8460,5264,ID_132,Delhi Cantt.,100,50,3.1,5,2,30
1113,1935,ID_1322,"Sector 14, Noida",100,50,3.4,14,12,30
8667,8365,ID_1324,"Sector 1, Noida",200,50,2.4,26,8,120
7448,121,ID_1324,"D-Block, Sector 63, Noida",200,50,3.1,12,2,30
683,8530,ID_1324,"Sector 63A,Gurgaon",200,50,2.6,26,12,120
4023,7798,ID_1325,"Delhi High Court, India Gate",100,50,2.9,59,9,30
5966,1402,ID_1327,Delhi University-GTB Nagar,200,50,3.8,978,360,65
2354,1519,ID_1328,"Sector 1, Noida",150,50,NEW,-,-,30
1954,7681,ID_1329,"Sector 14, Noida",150,50,4.3,196,109,45
6977,1602,ID_1329,"Sector 1, Noida",150,50,4.3,196,109,45
8869,4543,ID_1329,"D-Block, Sector 63, Noida",150,99,4.4,211,126,65
2963,1463,ID_133,"D-Block, Sector 63, Noida",150,50,3.5,25,13,30
589,7586,ID_1331,"Sector 1, Noida",150,50,NEW,-,-,30
2425,5872,ID_1331,"Sector 14, Noida",150,50,NEW,-,-,30
7025,1363,ID_1332,"D-Block, Sector 63, Noida",200,50,3.0,14,1,45
1194,2967,ID_1333,"MG Road, Pune",150,50,3.9,74,30,45
7933,7290,ID_1334,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,99,3.5,91,39,65
571,8867,ID_1335,"Sandhurst Road, Mumbai CST Area",150,50,4.3,159,86,30
6081,4862,ID_1335,"Dockyard Road, Mumbai CST Area",150,50,4.3,159,86,30
2686,7545,ID_1336,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.8,59,27,30
2811,9889,ID_1338,"Sector 3, Marathalli",200,99,3.6,26,8,45
8057,5160,ID_1338,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.2,4,1,30
1011,7891,ID_1338,"Sector 3, Marathalli",200,50,-,-,-,30
2972,4775,ID_1339,"Yerawada, Pune, Maharashtra",250,0,4.4,557,358,45
7319,66,ID_134,"Dockyard Road, Mumbai CST Area",100,50,3.4,22,9,45
8370,8286,ID_134,"Sandhurst Road, Mumbai CST Area",100,50,3.4,22,9,45
7849,7365,ID_134,Mumbai Central,100,50,3.4,22,9,45
4400,6108,ID_1340,"D-Block, Sector 63, Noida",150,50,NEW,-,-,45
8113,1560,ID_1341,"D-Block, Sector 63, Noida",150,50,3.2,8,3,30
957,1947,ID_1342,"Raja Bazar, Kolkata",150,99,2.8,177,81,120
5385,3595,ID_1342,"Chandni Chowk, Kolkata",150,99,2.8,177,81,120
8189,5294,ID_1342,"Moulali, Kolkata",150,99,2.8,177,81,120
4316,2668,ID_1343,"Musi Nagar, Malakpet, Hyderabad",150,50,NEW,-,-,30
3763,1175,ID_1343,"Noorkhan Bazaar, Malakpet, Hyderabad",150,50,NEW,-,-,30
2750,9949,ID_1344,"Sector 1, Noida",100,50,3.3,10,6,30
3439,8047,ID_1345,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150,50,2.9,4,5,30
4325,5512,ID_1346,"MG Road, Pune",150,50,3.7,104,62,45
8277,577,ID_1348,"D-Block, Sector 63, Noida",200,50,4.4,214,169,65
6293,4881,ID_1349,"Rmz Centennial, I Gate, Whitefield",200,50,3.2,48,15,45
7586,4497,ID_1349,"Sector 3, Marathalli",200,50,3.2,48,15,45
8859,3593,ID_135,"Dockyard Road, Mumbai CST Area",100,50,-,-,-,30
2451,4250,ID_1350,"Sector 1, Noida",100,50,4.6,355,260,30
767,925,ID_1350,"Sector 14, Noida",100,50,4.6,355,260,30
2992,8927,ID_1352,Mumbai Central,200,50,3.2,35,15,45
446,408,ID_1353,"Sector 1, Noida",150,50,3.7,21,20,30
2651,3080,ID_1355,Majestic,200,50,3.4,19,1,30
4542,8569,ID_1358,"Sector 63A,Gurgaon",250,50,2.8,19,6,45
1644,2321,ID_1358,"Sector 1, Noida",250,99,2.9,11,2,65
524,4907,ID_1359,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150,50,-,-,-,30
287,3771,ID_136,"D-Block, Sector 63, Noida",150,50,3.2,6,4,30
6513,5354,ID_136,"Sector 1, Noida",150,50,3.2,6,4,30
5176,9772,ID_1360,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.5,17,5,30
4333,4080,ID_1361,"Rmz Centennial, I Gate, Whitefield",200,50,NEW,-,-,30
2021,8039,ID_1362,"Sector 1, Noida",200,50,3.0,23,6,80
3217,9137,ID_1363,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,4.1,63,23,30
5186,7613,ID_1364,"Sector 14, Noida",200,50,4.3,269,111,30
3437,10311,ID_1365,"Sandhurst Road, Mumbai CST Area",200,50,3.2,5,2,30
4695,2736,ID_1365,"Dockyard Road, Mumbai CST Area",200,50,3.2,5,2,30
4947,657,ID_1366,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.9,81,26,45
4176,3534,ID_1367,"Jaya Nagar, Saidabad, Hyderabad",200,50,NEW,-,-,30
2002,558,ID_1368,"Yerawada, Pune, Maharashtra",200,50,4.2,242,94,80
7562,9973,ID_1368,"Nathan Road, Mangaldas Road, Pune",200,50,4.2,242,94,80
2358,3532,ID_1370,"Delhi High Court, India Gate",100,50,2.8,27,7,45
1801,8816,ID_1371,"MG Road, Pune",200,50,3.4,57,13,65
181,9266,ID_1372,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150,50,NEW,-,-,30
2068,4389,ID_1373,"Sector 63A,Gurgaon",200,99,-,-,-,65
1151,2787,ID_1375,"Delhi High Court, India Gate",100,50,2.7,56,34,120
1623,8681,ID_1375,"Sector 14, Noida",100,50,2.7,56,34,120
4650,10151,ID_1375,"Sector 1, Noida",100,50,2.7,56,34,120
4292,5168,ID_1375,"D-Block, Sector 63, Noida",100,50,2.8,18,5,120
137,7356,ID_1376,"Sector 3, Marathalli",150,50,3.6,19,3,30
1015,3210,ID_1377,"Dockyard Road, Mumbai CST Area",150,50,4.3,65,33,30
4356,5135,ID_1377,Mumbai Central,150,50,4.3,65,33,30
2812,2697,ID_1379,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,4.2,271,127,30
6985,5942,ID_138,"Sector 14, Noida",200,50,3.7,185,29,65
6810,2685,ID_1380,"Gora Bazar, Rajbari, North Dumdum, Kolkata",100,50,-,-,-,30
7573,4399,ID_1382,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.5,11,3,30
2868,9790,ID_1383,"Rmz Centennial, I Gate, Whitefield",200,50,3.9,322,166,30
265,6300,ID_1383,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,4.2,246,115,30
2290,8567,ID_1383,"Sector 3, Marathalli",200,50,3.9,78,41,30
1153,6924,ID_1385,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,2.9,8,1,45
7415,10607,ID_1389,"FTI College, Law College Road, Pune",200,50,3.7,168,109,45
2913,6635,ID_1390,Pune University,250,50,4.4,96,77,30
5832,3138,ID_1391,"Sandhurst Road, Mumbai CST Area",250,50,3.9,91,55,30
3768,9437,ID_1392,"Mico Layout, Stage 2, BTM Layout,Bangalore",300,50,3.4,7,3,30
7478,4051,ID_1394,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",900,50,4.6,307,227,30
4518,7721,ID_1396,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.3,7,3,30
838,1032,ID_1398,"Sector 3, Marathalli",50,50,-,-,-,30
6024,6106,ID_1399,"Raja Bazar, Kolkata",50,50,-,-,-,30
7123,4325,ID_1399,"Chandni Chowk, Kolkata",50,50,-,-,-,30
3945,1489,ID_14,"Delhi High Court, India Gate",200,50,3.2,7,-,30
6880,10894,ID_1400,"MG Road, Pune",50,50,3.6,24,10,30
715,9212,ID_1400,"Yerawada, Pune, Maharashtra",50,50,3.6,24,10,30
1409,8206,ID_1401,Mumbai Central,750,50,4.4,3218,1429,45
1465,5000,ID_1401,"Sandhurst Road, Mumbai CST Area",750,50,4.4,3218,1429,45
2168,597,ID_1402,"Mico Layout, Stage 2, BTM Layout,Bangalore",350,50,3.4,205,97,45
7077,10226,ID_1403,"Delhi High Court, India Gate",150,50,-,-,-,30
2994,4126,ID_1404,"D-Block, Sector 63, Noida",200,50,4.1,58,39,30
5687,2939,ID_1404,"Delhi High Court, India Gate",200,50,3.9,28,25,30
4012,5827,ID_1405,"Mico Layout, Stage 2, BTM Layout,Bangalore",350,50,3.7,282,50,45
3809,6016,ID_1407,"Sector 1, Noida",400,50,3.9,122,85,30
8327,6259,ID_1407,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",400,50,4.0,856,364,45
3491,8032,ID_1407,"D-Block, Sector 63, Noida",400,50,3.9,122,85,30
367,2058,ID_1407,"Sector 14, Noida",400,50,3.9,122,85,30
7213,7576,ID_1408,"Delhi Administration Flats, Timarpur",250,50,3.6,73,42,30
6940,8925,ID_141,"Mico Layout, Stage 2, BTM Layout,Bangalore",350,50,3.9,273,157,30
2663,10786,ID_1411,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,99,2.7,27,15,30
3355,9066,ID_1414,"Rmz Centennial, I Gate, Whitefield",150,50,3.7,36,17,30
7862,717,ID_1415,"Sector 1, Noida",200,99,4.0,1155,845,65
6998,2857,ID_1417,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,99,3.8,115,71,30
4684,8822,ID_1419,"Sector 63A,Gurgaon",150,50,3.5,49,27,30
6391,2335,ID_142,"FTI College, Law College Road, Pune",100,50,4.1,614,222,45
5917,6710,ID_1420,"FTI College, Law College Road, Pune",200,50,3.6,217,96,45
4123,3864,ID_1421,"Mico Layout, Stage 2, BTM Layout,Bangalore",450,50,4.1,902,394,30
1301,5891,ID_1422,Mumbai Central,200,50,3.6,27,7,30
4722,2427,ID_1422,"Dockyard Road, Mumbai CST Area",200,50,3.6,27,7,30
5587,8168,ID_1423,"Gora Bazar, Rajbari, North Dumdum, Kolkata",200,50,3.8,3270,463,30
2474,10465,ID_1424,"Delhi High Court, India Gate",800,99,4.0,1852,1130,45
8196,4069,ID_1425,"Babarpur, New Delhi, Delhi",150,50,3.6,24,7,30
7038,257,ID_1427,"MG Road, Pune",200,50,3.7,101,29,45
6016,3435,ID_1427,"Nathan Road, Mangaldas Road, Pune",200,50,3.7,101,29,45
2412,10339,ID_1428,"Sector 1, Noida",100,50,-,-,-,30
3074,274,ID_1429,"Babarpur, New Delhi, Delhi",250,50,3.4,40,7,45
8700,1335,ID_143,"FTI College, Law College Road, Pune",100,50,-,-,-,45
5031,6814,ID_1430,"Sector 1, Noida",200,50,3.7,123,40,45
7093,6917,ID_1430,"Sector 14, Noida",200,50,3.7,123,40,45
6568,8347,ID_1432,"Delhi Administration Flats, Timarpur",300,99,4.1,803,554,45
5478,391,ID_1432,Delhi University-GTB Nagar,300,99,4.1,803,554,45
7356,11082,ID_1434,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,-,-,-,120
4404,2609,ID_1435,"Sector 1, Noida",250,50,3.7,168,38,30
7851,8641,ID_1439,"D-Block, Sector 63, Noida",150,50,3.6,119,44,65
4854,7729,ID_1440,Delhi University-GTB Nagar,200,50,NEW,-,-,30
85,4411,ID_1441,"Babarpur, New Delhi, Delhi",250,50,4.0,81,70,30
5034,5931,ID_1443,"Tiretti, Kolkata",100,50,3.3,11,1,30
4589,3454,ID_1443,"Moulali, Kolkata",100,50,3.3,11,1,30
3168,2187,ID_1444,Pune University,200,50,3.4,167,73,30
6240,2415,ID_1444,"MG Road, Pune",150,50,-,-,-,30
3488,6578,ID_1444,"Nathan Road, Mangaldas Road, Pune",150,50,3.2,69,38,45
969,7048,ID_1444,"FTI College, Law College Road, Pune",150,50,3.8,315,206,45
1592,2626,ID_1444,"MG Road, Pune",200,50,3.8,27,23,30
3409,6029,ID_1444,"Yerawada, Pune, Maharashtra",150,50,3.2,69,38,45
387,8894,ID_1446,"Gora Bazar, Rajbari, North Dumdum, Kolkata",100,50,3.5,92,36,45
3824,3458,ID_1447,"Sector 14, Noida",100,50,-,-,-,30
7610,5136,ID_1448,"Rmz Centennial, I Gate, Whitefield",100,50,3.8,51,25,30
5964,4655,ID_1449,"D-Block, Sector 63, Noida",100,50,2.7,10,5,30
522,8411,ID_145,"Delhi High Court, India Gate",800,50,4.8,475,296,30
7938,4774,ID_1450,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,3.3,9,6,30
3771,6912,ID_1451,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,-,-,-,30
7802,1240,ID_1451,Majestic,100,50,-,-,-,30
6879,140,ID_1452,"Rmz Centennial, I Gate, Whitefield",100,50,4.0,242,179,65
796,5715,ID_1453,Majestic,100,50,4.2,185,60,45
7320,10176,ID_1454,"Delhi Administration Flats, Timarpur",200,50,3.9,212,156,30
8654,8795,ID_1454,Delhi University-GTB Nagar,200,50,3.9,212,156,30
8212,2310,ID_1454,"Delhi High Court, India Gate",200,99,4.1,1261,977,45
6598,10593,ID_1454,"Sector 14, Noida",200,50,3.8,58,33,45
6715,1985,ID_1454,"Sector 1, Noida",200,50,4.3,356,230,30
1543,9275,ID_1455,"Sector 1, Noida",200,50,NEW,-,-,30
1214,9516,ID_1455,"Sector 14, Noida",200,50,NEW,-,-,30
2580,3891,ID_1456,Delhi University-GTB Nagar,100,50,3.6,68,19,45
7623,1675,ID_1457,"Delhi High Court, India Gate",200,50,3.0,4,1,30
4365,10215,ID_1458,"D-Block, Sector 63, Noida",200,50,3.5,321,62,45
4291,7523,ID_1458,"D-Block, Sector 63, Noida",200,50,3.5,43,3,30
1614,2633,ID_1459,"Sector 14, Noida",100,50,3.2,9,6,30
1008,7258,ID_1459,"Sector 1, Noida",100,50,3.2,9,6,30
6433,8375,ID_146,"Sector 3, Marathalli",150,50,-,-,-,30
4448,174,ID_1460,"Babarpur, New Delhi, Delhi",100,50,3.3,15,7,30
1606,4019,ID_1461,"Nathan Road, Mangaldas Road, Pune",150,50,3.3,12,4,30
3979,9344,ID_1462,Delhi University-GTB Nagar,100,50,3.5,151,21,30
2716,3182,ID_1462,"Delhi Administration Flats, Timarpur",100,50,3.5,151,21,30
2770,1523,ID_1463,"Delhi Administration Flats, Timarpur",100,50,3.7,266,85,65
743,5571,ID_1464,Delhi Cantt.,100,50,-,-,-,30
7172,8631,ID_1465,"Sector 3, Marathalli",100,50,-,-,-,30
2723,6882,ID_1465,"Rmz Centennial, I Gate, Whitefield",100,50,-,-,-,30
5804,8128,ID_1467,"Nathan Road, Mangaldas Road, Pune",200,50,3.9,509,296,45
1986,2089,ID_1467,"MG Road, Pune",200,50,3.9,509,296,45
2376,8291,ID_1468,"Sector 1, Noida",100,50,3.6,19,11,30
517,2141,ID_1469,"Moulali, Kolkata",400,50,3.8,359,192,45
5197,8018,ID_1469,"Chandni Chowk, Kolkata",400,50,3.8,359,192,45
4158,1438,ID_147,"Nathan Road, Mangaldas Road, Pune",400,50,4.3,296,187,30
5337,1134,ID_147,"Yerawada, Pune, Maharashtra",400,50,4.3,296,187,30
5038,6111,ID_1470,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,-,-,-,30
2310,7635,ID_1470,"Rmz Centennial, I Gate, Whitefield",150,50,3.6,9,3,30
4428,8366,ID_1471,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,99,3.6,9,4,45
5854,6749,ID_1472,"Sector 3, Marathalli",150,50,3.1,8,2,65
7013,329,ID_1475,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,4.3,534,318,30
6066,3914,ID_1477,Pune University,150,50,3.1,35,19,30
5661,6134,ID_1478,"Yerawada, Pune, Maharashtra",100,50,3.1,6,-,30
1315,4518,ID_1479,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.9,36,23,45
1585,6604,ID_148,"Moulali, Kolkata",50,99,-,-,-,30
1391,8141,ID_148,"Chandni Chowk, Kolkata",50,99,-,-,-,30
8050,10794,ID_148,"Raja Bazar, Kolkata",50,99,-,-,-,30
4701,1358,ID_148,"Tiretti, Kolkata",50,99,-,-,-,30
179,9187,ID_1480,Majestic,100,50,3.9,30,11,45
6236,7789,ID_1482,"Hyderabad Public School, Begumpet",50,50,-,-,-,30
7894,9396,ID_1483,"FTI College, Law College Road, Pune",100,50,-,-,-,30
4712,10410,ID_1484,"D-Block, Sector 63, Noida",100,50,3.6,20,12,30
155,879,ID_1485,"Sandhurst Road, Mumbai CST Area",200,99,4.1,430,257,45
6707,9794,ID_1486,"Sector 1, Noida",100,50,3.6,34,23,30
2180,5041,ID_1486,"D-Block, Sector 63, Noida",100,50,3.9,46,27,45
8214,2563,ID_1486,"Delhi High Court, India Gate",100,50,3.7,28,24,30
2250,457,ID_1487,Majestic,100,50,4.1,124,48,45
5578,2728,ID_1487,"Delhi High Court, India Gate",100,50,4.0,900,525,45
1434,9800,ID_1487,"Sector 63A,Gurgaon",100,50,3.6,29,27,30
5375,2189,ID_1487,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,4.0,148,39,45
4116,6463,ID_1487,"Rmz Centennial, I Gate, Whitefield",100,50,4.1,158,28,45
2381,9607,ID_1488,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.4,4,1,30
1250,1528,ID_1488,"Sector 3, Marathalli",150,50,-,-,-,30
6211,6401,ID_1489,"Raja Bazar, Kolkata",100,50,NEW,-,-,30
6093,5730,ID_1489,"Yerawada, Pune, Maharashtra",100,50,4.3,375,159,45
1826,7777,ID_1489,"Chandni Chowk, Kolkata",100,50,NEW,-,-,30
7223,8394,ID_149,"Moulali, Kolkata",150,50,3.8,287,26,45
8097,2890,ID_149,"Chandni Chowk, Kolkata",150,50,3.8,287,26,45
5746,9242,ID_149,"Tiretti, Kolkata",150,50,3.8,287,26,45
7716,9791,ID_149,"Raja Bazar, Kolkata",150,50,3.8,287,26,45
8142,2092,ID_1492,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.1,5,1,30
3955,10037,ID_1493,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,NEW,-,-,30
8849,10442,ID_1494,"Sector 14, Noida",200,50,-,-,-,30
7709,2257,ID_1495,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,3.3,12,2,30
3965,5646,ID_1496,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.5,22,6,45
7196,8204,ID_1497,"FTI College, Law College Road, Pune",200,50,4.0,2527,1009,80
2014,10282,ID_1497,Pune University,200,50,4.0,2527,1009,80
2563,1581,ID_1497,"Nathan Road, Mangaldas Road, Pune",200,50,3.7,324,125,30
7939,1079,ID_1499,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.0,10,3,65
7715,7718,ID_15,Pune University,100,50,3.2,7,1,30
4932,10482,ID_15,"FTI College, Law College Road, Pune",100,50,3.2,7,1,30
368,5342,ID_1501,"Delhi High Court, India Gate",200,50,3.7,92,34,65
4055,3656,ID_1503,"FTI College, Law College Road, Pune",200,50,3.6,23,10,30
316,9547,ID_1504,Delhi University-GTB Nagar,150,50,3.9,1032,334,30
4485,7896,ID_1504,"Delhi Administration Flats, Timarpur",150,50,3.9,1032,334,30
3625,9944,ID_1505,"Babarpur, New Delhi, Delhi",150,50,3.5,36,5,45
412,2762,ID_1506,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,3.9,129,30,30
7750,10407,ID_1508,"Sector 14, Noida",150,50,3.8,130,40,30
7564,9291,ID_1508,"Sector 1, Noida",150,50,3.8,130,40,30
7139,5761,ID_151,"Sector 3, Marathalli",150,50,3.0,136,61,30
6124,9332,ID_151,"Rmz Centennial, I Gate, Whitefield",150,50,3.0,136,61,30
3247,585,ID_1510,"Sector 63A,Gurgaon",200,50,3.1,4,1,30
4345,2597,ID_1511,"Sector 14, Noida",150,50,4.0,606,219,45
1360,2769,ID_1513,"FTI College, Law College Road, Pune",200,50,3.0,4,1,30
5342,4484,ID_1514,"Delhi Administration Flats, Timarpur",50,50,3.6,55,11,45
6775,2307,ID_1514,Delhi University-GTB Nagar,50,50,3.6,55,11,45
8541,9094,ID_1516,"Sector 1, Noida",100,50,3.5,26,4,30
1729,1942,ID_1517,"Sector 1, Noida",50,50,4.0,305,85,45
7726,3466,ID_1517,"Sector 14, Noida",50,50,4.0,305,85,45
3844,7444,ID_1519,"Raja Bazar, Kolkata",50,50,3.3,10,3,30
1119,3105,ID_1519,"Moulali, Kolkata",50,50,3.3,10,3,30
8727,3936,ID_1519,"Tiretti, Kolkata",50,50,3.3,10,3,30
6428,7330,ID_152,"Mico Layout, Stage 2, BTM Layout,Bangalore",300,50,3.2,24,8,30
7647,1606,ID_152,"Mico Layout, Stage 2, BTM Layout,Bangalore",250,50,3.5,893,196,30
1937,3490,ID_152,"Sector 3, Marathalli",250,50,-,-,-,30
4691,9112,ID_152,"Rmz Centennial, I Gate, Whitefield",250,50,-,-,-,30
5452,7129,ID_1520,"Rmz Centennial, I Gate, Whitefield",150,50,2.8,10,4,30
7044,8170,ID_1520,"Sector 3, Marathalli",150,50,2.8,10,4,30
2741,1746,ID_1521,Mumbai Central,100,50,3.3,12,6,30
2267,1250,ID_1522,"Dockyard Road, Mumbai CST Area",100,50,3.2,7,2,65
2548,7326,ID_1522,Mumbai Central,100,50,3.2,7,2,65
5146,3962,ID_1522,"Sandhurst Road, Mumbai CST Area",100,50,3.2,7,2,65
3209,10884,ID_1523,Majestic,100,50,3.1,16,6,30
1352,1571,ID_1524,"Yerawada, Pune, Maharashtra",400,50,4.1,2133,981,45
7,11042,ID_1526,"Yerawada, Pune, Maharashtra",150,50,-,-,-,30
1871,2799,ID_1527,Mumbai Central,100,50,-,-,-,30
5577,7417,ID_1528,"Sector 1, Noida",150,50,4.0,-,-,30
962,6442,ID_1528,"Sector 63A,Gurgaon",150,50,4.0,237,150,45
2896,9874,ID_1528,Mumbai Central,250,50,4.0,295,184,45
5926,10217,ID_1528,Pune University,150,50,3.9,263,137,45
1170,3958,ID_1528,"Nathan Road, Mangaldas Road, Pune",150,50,3.9,420,264,45
2217,4261,ID_1529,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,NEW,-,-,30
5733,1726,ID_153,"Mico Layout, Stage 2, BTM Layout,Bangalore",250,50,3.3,6,-,30
5446,1923,ID_1530,"D-Block, Sector 63, Noida",200,50,3.3,11,7,30
5825,6019,ID_1531,"Dockyard Road, Mumbai CST Area",200,50,3.8,149,74,30
8183,1662,ID_1532,"Sector 1, Noida",150,50,3.5,187,65,30
2222,112,ID_1532,"Sector 14, Noida",150,50,3.5,187,65,30
